"graph","embedder","pk_ratio","name"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","node2vec",0.321886446886447,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","node2vec",0.348930402930403,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","node2vec",0.358750915750916,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","node2vec",0.325358974358974,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","node2vec",0.356681318681319,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","node2vec",0.35381351981352,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","node2vec",0.385564102564103,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","node2vec",0.340172161172161,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","struc2vec",0.363933066933067,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","struc2vec",0.321322344322344,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","struc2vec",0.33062037962038,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","struc2vec",0.363549783549784,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","struc2vec",0.367666666666667,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","struc2vec",0.347846153846154,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","struc2vec",0.369769230769231,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","struc2vec",0.35598001998002,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","struc2vec",0.330353313353313,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","struc2vec",0.338890775890776,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","struc2vec",0.365014652014652,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","struc2vec",0.369230769230769,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","struc2vec",0.373134532134532,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","struc2vec",0.329801531801532,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","struc2vec",0.358405594405594,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","struc2vec",0.3649000999001,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","struc2vec",0.361377289377289,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","struc2vec",0.370599733599734,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","struc2vec",0.350234432234432,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","struc2vec",0.367428571428571,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","struc2vec",0.339600732600733,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","struc2vec",0.375010989010989,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","struc2vec",0.360414252414252,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","struc2vec",0.351691308691309,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","struc2vec",0.369232101232101,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","struc2vec",0.361556776556777,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","struc2vec",0.340191142191142,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","struc2vec",0.370987012987013,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","struc2vec",0.358831501831502,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","struc2vec",0.35592673992674,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","struc2vec",0.329057609057609,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","struc2vec",0.317831501831502,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","struc2vec",0.368260073260073,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","struc2vec",0.320867243867244,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","struc2vec",0.314827838827839,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","struc2vec",0.334683982683983,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","struc2vec",0.365567765567766,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","struc2vec",0.368157842157842,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","struc2vec",0.346791208791209,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","struc2vec",0.369772893772894,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","struc2vec",0.344139194139194,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","struc2vec",0.367413919413919,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","struc2vec",0.315959706959707,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","struc2vec",0.334608058608059,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","struc2vec",0.317007326007326,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","struc2vec",0.345546120546121,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","struc2vec",0.325091575091575,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","struc2vec",0.369080586080586,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","struc2vec",0.342638694638695,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","struc2vec",0.359772893772894,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","verse",0.88675690975691,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","verse",0.881084249084249,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","verse",0.885262404262404,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","verse",0.898973026973027,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","verse",0.872285714285714,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","verse",0.873934065934066,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","verse",0.865655677655678,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","verse",0.879180486180486,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","verse",0.852325674325674,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","verse",0.856302364302364,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","verse",0.852054945054945,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","verse",0.874417582417582,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","verse",0.846027972027972,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","verse",0.914897102897103,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","verse",0.853775224775225,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","verse",0.869427239427239,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","verse",0.875128205128205,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","verse",0.875468864468865,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","verse",0.897231768231768,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","verse",0.903930402930403,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","verse",0.844245421245421,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","verse",0.87932967032967,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","verse",0.893156177156177,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","verse",0.882432234432234,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","verse",0.8677335997336,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","verse",0.886621045621046,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","verse",0.86818315018315,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","verse",0.855102564102564,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","verse",0.88317316017316,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","verse",0.889399267399267,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","verse",0.856969363969364,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","verse",0.878212454212454,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","verse",0.890534798534799,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","verse",0.892531024531025,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","verse",0.901373626373626,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","verse",0.865705627705628,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","verse",0.907652014652015,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","verse",0.879650682650683,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","verse",0.89947619047619,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","verse",0.872952380952381,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","verse",0.878626373626374,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","verse",0.872307692307692,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","verse",0.846369963369963,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","verse",0.879388278388278,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","verse",0.872025641025641,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","verse",0.850388278388278,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","verse",0.862344322344322,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","verse",0.895179487179487,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","verse",0.885051282051282,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","verse",0.863294039294039,"90-10"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","spring",0.65152380952381,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","spring",0.613333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","spring",0.669641025641026,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","spring",0.642666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","spring",0.656,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","spring",0.637333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","spring",0.628,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","spring",0.676,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","spring",0.594666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","spring",0.629333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","spring",0.668,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","spring",0.624,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","spring",0.661333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","spring",0.698666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","spring",0.642666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","spring",0.637333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","spring",0.622666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","spring",0.668,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","spring",0.638666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","spring",0.605333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","spring",0.593333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","spring",0.665333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","spring",0.66,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","spring",0.626666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","spring",0.641333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","spring",0.705333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","spring",0.658666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","spring",0.671714285714286,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","spring",0.692,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","spring",0.688,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","spring",0.630666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","spring",0.675428571428571,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","spring",0.666666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","spring",0.676,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","spring",0.638666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","spring",0.666666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","spring",0.689333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","spring",0.648,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","spring",0.596,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","spring",0.668,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","spring",0.600857142857143,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","spring",0.642666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","spring",0.681333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","spring",0.662666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","spring",0.688,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","spring",0.625333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","spring",0.653333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","spring",0.641333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","spring",0.654666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","spring",0.637333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","node2vec",0.517641025641026,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","node2vec",0.508,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","node2vec",0.485904761904762,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","node2vec",0.502666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","node2vec",0.502666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","node2vec",0.524,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","node2vec",0.482666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","node2vec",0.505333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","node2vec",0.465333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","node2vec",0.474666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","node2vec",0.472,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","node2vec",0.454666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","node2vec",0.488,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","node2vec",0.453333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","node2vec",0.446666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","node2vec",0.465333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","node2vec",0.44,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","node2vec",0.474666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","node2vec",0.462666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","node2vec",0.46,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","node2vec",0.450666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","node2vec",0.481333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","node2vec",0.470666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","node2vec",0.508,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","node2vec",0.444,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","node2vec",0.474666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","node2vec",0.512666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","node2vec",0.446666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","node2vec",0.482666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","node2vec",0.500666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","node2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","node2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","node2vec",0.44,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","node2vec",0.522666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","node2vec",0.458666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","node2vec",0.492,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","node2vec",0.476,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","node2vec",0.473333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","node2vec",0.414,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","node2vec",0.466666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","node2vec",0.457333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","node2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","node2vec",0.482666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","node2vec",0.434666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","node2vec",0.461333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","node2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","node2vec",0.470666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","node2vec",0.470666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","struc2vec",0.483487179487179,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","struc2vec",0.481333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","struc2vec",0.46047619047619,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","struc2vec",0.457333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","struc2vec",0.472,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","struc2vec",0.458666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","struc2vec",0.512,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","struc2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","struc2vec",0.474666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","struc2vec",0.492,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","struc2vec",0.442666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","struc2vec",0.444,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","struc2vec",0.472,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","struc2vec",0.484,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","struc2vec",0.489333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","struc2vec",0.494666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","struc2vec",0.469333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","struc2vec",0.470666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","struc2vec",0.450666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","struc2vec",0.453333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","struc2vec",0.474666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","struc2vec",0.478666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","struc2vec",0.514666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","struc2vec",0.469333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","struc2vec",0.505333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","struc2vec",0.504,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","struc2vec",0.477333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","struc2vec",0.462952380952381,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","struc2vec",0.504,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","struc2vec",0.48,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","struc2vec",0.498666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","struc2vec",0.494666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","struc2vec",0.46952380952381,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","struc2vec",0.476,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","struc2vec",0.469333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","struc2vec",0.465333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","struc2vec",0.452,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","struc2vec",0.509333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","struc2vec",0.434666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","struc2vec",0.470666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","struc2vec",0.413619047619048,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","struc2vec",0.477333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","struc2vec",0.436,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","struc2vec",0.524,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","struc2vec",0.502666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","struc2vec",0.44,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","struc2vec",0.517333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","struc2vec",0.449333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","struc2vec",0.468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","struc2vec",0.489333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","verse",0.885846153846154,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","verse",0.856,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","verse",0.872,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","verse",0.891714285714286,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","verse",0.882666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","verse",0.88,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","verse",0.924,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","verse",0.885333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","verse",0.873333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","verse",0.893333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","verse",0.873333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","verse",0.864,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","verse",0.902666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","verse",0.853333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","verse",0.886666666666667,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","verse",0.881333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","verse",0.864,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","verse",0.873333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","verse",0.929333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","verse",0.856,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","verse",0.873333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","verse",0.909333333333333,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","verse",0.876,"80-20"
