"graph","embedder","f_score","name"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","node2vec",0.507007921998781,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","node2vec",0.492307692307692,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","node2vec",0.499693815064299,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","node2vec",0.501529051987768,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","node2vec",0.503359804520464,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","node2vec",0.496932515337423,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","node2vec",0.52536231884058,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","node2vec",0.499693815064299,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","node2vec",0.493234932349323,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","node2vec",0.524096385542169,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","struc2vec",0.5125,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","struc2vec",0.498381877022654,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","struc2vec",0.504358655043587,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","struc2vec",0.495694956949569,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","struc2vec",0.543558282208589,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","struc2vec",0.520097442143727,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","struc2vec",0.521528198908429,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","struc2vec",0.500936914428482,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","struc2vec",0.49384236453202,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","struc2vec",0.511024643320363,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","struc2vec",0.499066583696329,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","struc2vec",0.518563603164942,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","struc2vec",0.505817513778322,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","struc2vec",0.525485436893204,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","struc2vec",0.521476104053237,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","struc2vec",0.496296296296296,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","struc2vec",0.531876138433515,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","struc2vec",0.508246792913867,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","struc2vec",0.501237623762376,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","struc2vec",0.503975535168196,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","struc2vec",0.507936507936508,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","struc2vec",0.51358024691358,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","struc2vec",0.49813200498132,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","struc2vec",0.494161032575292,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","struc2vec",0.503667481662592,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","struc2vec",0.501532801961986,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","struc2vec",0.499075785582255,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","struc2vec",0.510930668332292,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","struc2vec",0.512165450121654,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","struc2vec",0.521686010995724,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","struc2vec",0.479205462445686,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","struc2vec",0.509779951100245,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","struc2vec",0.502835538752363,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","struc2vec",0.481091134531928,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","struc2vec",0.498765432098765,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","struc2vec",0.511138613861386,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","struc2vec",0.526758869512928,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","struc2vec",0.50609756097561,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","struc2vec",0.498774509803922,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","struc2vec",0.510091743119266,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","struc2vec",0.507626601586333,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","struc2vec",0.499693815064299,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","struc2vec",0.492307692307692,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","struc2vec",0.503359804520464,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","struc2vec",0.502143294549908,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","struc2vec",0.502295081967213,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","struc2vec",0.524096385542169,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","struc2vec",0.49814585908529,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","struc2vec",0.494743351886209,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","struc2vec",0.524412296564195,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_7","verse",0.812887236679058,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_18","verse",0.837387964148528,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_25","verse",0.826530612244898,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_24","verse",0.840731070496084,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_13","verse",0.800436205016358,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_22","verse",0.790751445086705,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_46","verse",0.780773739742087,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_49","verse",0.816020025031289,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_0","verse",0.808988764044944,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_5","verse",0.779411764705882,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_8","verse",0.806083650190114,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_12","verse",0.804054054054054,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_23","verse",0.782287822878229,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_2","verse",0.846245530393325,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_16","verse",0.79948914431673,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_31","verse",0.788826815642458,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_44","verse",0.794612794612795,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_43","verse",0.812729498164015,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_29","verse",0.853267570900123,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_38","verse",0.838396111786148,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_14","verse",0.823529411764706,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_26","verse",0.788165680473373,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_35","verse",0.809876543209876,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_39","verse",0.825757575757576,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_32","verse",0.8124191461837,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_19","verse",0.82382762991128,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_20","verse",0.823529411764706,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_37","verse",0.81453634085213,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_47","verse",0.785114045618247,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_28","verse",0.805896805896806,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_42","verse",0.817777777777778,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_34","verse",0.790035587188612,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_27","verse",0.823379923761118,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_36","verse",0.845070422535211,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_48","verse",0.839751552795031,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_4","verse",0.786177105831533,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_45","verse",0.848192771084337,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_17","verse",0.831295843520782,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_41","verse",0.832098765432099,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_1","verse",0.819875776397516,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_21","verse",0.818858560794045,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_10","verse",0.811083123425693,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_6","verse",0.814457831325301,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_30","verse",0.777920410783055,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_40","verse",0.787577639751553,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_11","verse",0.809464508094645,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_15","verse",0.809015421115065,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_9","verse",0.807817589576547,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_3","verse",0.814159292035398,"90-10"
"input_data/5_10_graphs_0.9g_0.1ng/graph_sample_33","verse",0.814545454545455,"90-10"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","spring",0.684660961158657,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","spring",0.690978886756238,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","spring",0.695652173913043,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","spring",0.689419795221843,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","spring",0.686032138442522,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","spring",0.718498659517426,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","spring",0.70285316631872,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","spring",0.705803869246164,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","spring",0.689367616400278,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","spring",0.711724137931034,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","spring",0.687074829931973,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","spring",0.670007158196135,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","spring",0.694193548387097,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","spring",0.691678035470669,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","spring",0.71006711409396,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","spring",0.701986754966888,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","spring",0.677800974251914,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","spring",0.707627118644068,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","spring",0.696390658174098,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","spring",0.70158511371468,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","spring",0.68254990341275,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","spring",0.687458526874585,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","spring",0.703372333103923,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","spring",0.7034677990092,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","spring",0.704747774480712,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","spring",0.712158808933002,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","spring",0.692828146143437,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","spring",0.720805369127517,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","spring",0.707753479125249,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","spring",0.710526315789474,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","spring",0.671122994652406,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","spring",0.719260838663824,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","spring",0.707576706324358,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","spring",0.708762886597938,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","spring",0.69893899204244,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","spring",0.682288077188146,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","spring",0.689098250336474,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","spring",0.713277742142399,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","spring",0.672334859385219,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","spring",0.703038674033149,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","spring",0.693125442948264,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","spring",0.688111888111888,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","spring",0.693135935397039,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","spring",0.704114957544089,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","spring",0.689153439153439,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","spring",0.716604244694132,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","spring",0.68983268983269,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","spring",0.703562340966921,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","spring",0.697734627831715,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","spring",0.699859747545582,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","node2vec",0.626681614349776,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","node2vec",0.641111111111111,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","node2vec",0.6328125,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","node2vec",0.640755136035536,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","node2vec",0.641906873614191,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","node2vec",0.633873672442705,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","node2vec",0.652631578947368,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","node2vec",0.649393605292172,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","node2vec",0.650881057268722,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","node2vec",0.623946037099494,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","node2vec",0.615829000577701,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","node2vec",0.620845070422535,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","node2vec",0.632049134561697,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","node2vec",0.638132295719844,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","node2vec",0.645660585959093,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","node2vec",0.638888888888889,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","node2vec",0.622047244094488,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","node2vec",0.638888888888889,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","node2vec",0.641509433962264,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","node2vec",0.6328125,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","node2vec",0.625,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","node2vec",0.632049134561697,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","node2vec",0.625911385305665,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","node2vec",0.635097493036212,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","node2vec",0.662663755458515,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","node2vec",0.63964464186563,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","node2vec",0.625140291806958,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","node2vec",0.643015521064301,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","node2vec",0.645660585959093,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","node2vec",0.649393605292172,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","node2vec",0.627450980392157,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","node2vec",0.635280771412365,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","node2vec",0.65380374862183,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","node2vec",0.65526751241037,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","node2vec",0.638888888888889,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","node2vec",0.618940248027057,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","node2vec",0.625140291806958,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","node2vec",0.631225517627308,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","node2vec",0.669201520912548,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","node2vec",0.617381489841986,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","node2vec",0.632698768197088,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","node2vec",0.631284916201117,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","node2vec",0.629753914988814,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","node2vec",0.64376731301939,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","node2vec",0.66412213740458,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","node2vec",0.628923766816144,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","node2vec",0.635097493036212,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","node2vec",0.653846153846154,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","node2vec",0.643015521064301,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","node2vec",0.651623555310952,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","struc2vec",0.641111111111111,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","struc2vec",0.627033090297252,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","struc2vec",0.640755136035536,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","struc2vec",0.6328125,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","struc2vec",0.642262895174709,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","struc2vec",0.633928571428571,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","struc2vec",0.650496141124587,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","struc2vec",0.649393605292172,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","struc2vec",0.651188501934771,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","struc2vec",0.627137970353478,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","struc2vec",0.61503674392312,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","struc2vec",0.621315192743764,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","struc2vec",0.638440111420613,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","struc2vec",0.638888888888889,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","struc2vec",0.646375207526287,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","struc2vec",0.634529147982063,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","struc2vec",0.623024830699774,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_43","struc2vec",0.639599555061179,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_38","struc2vec",0.633519553072626,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_29","struc2vec",0.641865630205441,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_14","struc2vec",0.625352112676056,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_35","struc2vec",0.632049134561697,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_39","struc2vec",0.636058230683091,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_26","struc2vec",0.626262626262626,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_37","struc2vec",0.62619449128724,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_32","struc2vec",0.63964464186563,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_19","struc2vec",0.662663755458515,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_20","struc2vec",0.642659279778393,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_47","struc2vec",0.649393605292172,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_42","struc2vec",0.629213483146067,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_34","struc2vec",0.635267087880529,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_28","struc2vec",0.646733111849391,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_36","struc2vec",0.654185022026432,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_48","struc2vec",0.639955481357819,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_27","struc2vec",0.653443526170799,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_4","struc2vec",0.619559072922555,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_17","struc2vec",0.669569951007077,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_45","struc2vec",0.625140291806958,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_41","struc2vec",0.630519843487982,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_1","struc2vec",0.632402234636872,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_10","struc2vec",0.629753914988814,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_21","struc2vec",0.617730095990966,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_6","struc2vec",0.644124168514412,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_30","struc2vec",0.631284916201117,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_40","struc2vec",0.664847161572052,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_11","struc2vec",0.628219484882419,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_15","struc2vec",0.635097493036212,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_9","struc2vec",0.654545454545455,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_3","struc2vec",0.645562464669305,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_33","struc2vec",0.651982378854626,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_7","verse",0.752445447705041,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_18","verse",0.752791068580542,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_25","verse",0.756134969325153,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_24","verse",0.741935483870968,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_13","verse",0.754909090909091,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_22","verse",0.740213523131673,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_49","verse",0.750421585160202,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_46","verse",0.792144026186579,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_0","verse",0.751987281399046,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_5","verse",0.768729641693811,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_8","verse",0.768701633705933,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_12","verse",0.745501285347044,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_23","verse",0.751389992057188,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_2","verse",0.745440126883426,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_16","verse",0.757530120481928,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_31","verse",0.762920426579163,"80-20"
"input_data/5_10_graphs_0.8g_0.2ng/graph_sample_44","verse",0.735963581183612,"80-20"
